country,date,accumulated_confirmed,increase_of_confirmed
Angola,2020-01-23,0,0.0
Angola,2020-01-24,0,0.0
Angola,2020-01-25,0,0.0
Angola,2020-01-26,0,0.0
Angola,2020-01-27,0,0.0
Angola,2020-01-28,0,0.0
Angola,2020-01-29,0,0.0
Angola,2020-01-30,0,0.0
Angola,2020-01-31,0,0.0
Angola,2020-02-01,0,0.0
Angola,2020-02-02,0,0.0
Angola,2020-02-03,0,0.0
Angola,2020-02-04,0,0.0
Angola,2020-02-05,0,0.0
Angola,2020-02-06,0,0.0
Angola,2020-02-07,0,0.0
Angola,2020-02-08,0,0.0
Angola,2020-02-09,0,0.0
Angola,2020-02-10,0,0.0
Angola,2020-02-11,0,0.0
Angola,2020-02-12,0,0.0
Angola,2020-02-13,0,0.0
Angola,2020-02-14,0,0.0
Angola,2020-02-15,0,0.0
Angola,2020-02-16,0,0.0
Angola,2020-02-17,0,0.0
Angola,2020-02-18,0,0.0
Angola,2020-02-19,0,0.0
Angola,2020-02-20,0,0.0
Angola,2020-02-21,0,0.0
Angola,2020-02-22,0,0.0
Angola,2020-02-23,0,0.0
Angola,2020-02-24,0,0.0
Angola,2020-02-25,0,0.0
Angola,2020-02-26,0,0.0
Angola,2020-02-27,0,0.0
Angola,2020-02-28,0,0.0
Angola,2020-02-29,0,0.0
Angola,2020-03-01,0,0.0
Angola,2020-03-02,0,0.0
Angola,2020-03-03,0,0.0
Angola,2020-03-04,0,0.0
Angola,2020-03-05,0,0.0
Angola,2020-03-06,0,0.0
Angola,2020-03-07,0,0.0
Angola,2020-03-08,0,0.0
Angola,2020-03-09,0,0.0
Angola,2020-03-10,0,0.0
Angola,2020-03-11,0,0.0
Angola,2020-03-12,0,0.0
Angola,2020-03-13,0,0.0
Angola,2020-03-14,0,0.0
Angola,2020-03-15,0,0.0
Angola,2020-03-16,0,0.0
Angola,2020-03-17,0,0.0
Angola,2020-03-18,0,0.0
Angola,2020-03-19,0,0.0
Angola,2020-03-20,1,1.0
Angola,2020-03-21,2,1.0
Angola,2020-03-22,2,0.0
Angola,2020-03-23,3,1.0
Angola,2020-03-24,3,0.0
Angola,2020-03-25,3,0.0
Angola,2020-03-26,4,1.0
Angola,2020-03-27,4,0.0
Antigua and Barbuda,2020-01-22,0,0.0
Antigua and Barbuda,2020-01-23,0,0.0
Antigua and Barbuda,2020-01-24,0,0.0
Antigua and Barbuda,2020-01-25,0,0.0
Antigua and Barbuda,2020-01-26,0,0.0
Antigua and Barbuda,2020-01-27,0,0.0
Antigua and Barbuda,2020-01-28,0,0.0
Antigua and Barbuda,2020-01-29,0,0.0
Antigua and Barbuda,2020-01-30,0,0.0
Antigua and Barbuda,2020-01-31,0,0.0
Antigua and Barbuda,2020-02-01,0,0.0
Antigua and Barbuda,2020-02-02,0,0.0
Antigua and Barbuda,2020-02-03,0,0.0
Antigua and Barbuda,2020-02-04,0,0.0
Antigua and Barbuda,2020-02-05,0,0.0
Antigua and Barbuda,2020-02-06,0,0.0
Antigua and Barbuda,2020-02-07,0,0.0
Antigua and Barbuda,2020-02-08,0,0.0
Antigua and Barbuda,2020-02-09,0,0.0
Antigua and Barbuda,2020-02-10,0,0.0
Antigua and Barbuda,2020-02-11,0,0.0
Antigua and Barbuda,2020-02-12,0,0.0
Antigua and Barbuda,2020-02-13,0,0.0
Antigua and Barbuda,2020-02-14,0,0.0
Antigua and Barbuda,2020-02-15,0,0.0
Antigua and Barbuda,2020-02-16,0,0.0
Antigua and Barbuda,2020-02-17,0,0.0
Antigua and Barbuda,2020-02-18,0,0.0
Antigua and Barbuda,2020-02-19,0,0.0
Antigua and Barbuda,2020-02-20,0,0.0
Antigua and Barbuda,2020-02-21,0,0.0
Antigua and Barbuda,2020-02-22,0,0.0
Antigua and Barbuda,2020-02-23,0,0.0
Antigua and Barbuda,2020-02-24,0,0.0
Antigua and Barbuda,2020-02-25,0,0.0
Antigua and Barbuda,2020-02-26,0,0.0
Antigua and Barbuda,2020-02-27,0,0.0
Antigua and Barbuda,2020-02-28,0,0.0
Antigua and Barbuda,2020-02-29,0,0.0
Antigua and Barbuda,2020-03-01,0,0.0
Antigua and Barbuda,2020-03-02,0,0.0
Antigua and Barbuda,2020-03-03,0,0.0
Antigua and Barbuda,2020-03-04,0,0.0
Antigua and Barbuda,2020-03-05,0,0.0
Antigua and Barbuda,2020-03-06,0,0.0
Antigua and Barbuda,2020-03-07,0,0.0
Antigua and Barbuda,2020-03-08,0,0.0
Antigua and Barbuda,2020-03-09,0,0.0
Antigua and Barbuda,2020-03-10,0,0.0
Antigua and Barbuda,2020-03-11,0,0.0
Antigua and Barbuda,2020-03-12,0,0.0
Antigua and Barbuda,2020-03-13,1,1.0
Antigua and Barbuda,2020-03-14,1,0.0
Antigua and Barbuda,2020-03-15,1,0.0
Antigua and Barbuda,2020-03-16,1,0.0
Antigua and Barbuda,2020-03-17,1,0.0
Antigua and Barbuda,2020-03-18,1,0.0
Antigua and Barbuda,2020-03-19,1,0.0
Antigua and Barbuda,2020-03-20,1,0.0
Antigua and Barbuda,2020-03-21,1,0.0
Antigua and Barbuda,2020-03-22,1,0.0
Antigua and Barbuda,2020-03-23,3,2.0
Antigua and Barbuda,2020-03-24,3,0.0
Antigua and Barbuda,2020-03-25,3,0.0
Antigua and Barbuda,2020-03-26,7,4.0
Antigua and Barbuda,2020-03-27,7,0.0
Argentina,2020-01-22,0,0.0
Argentina,2020-01-23,0,0.0
Argentina,2020-01-24,0,0.0
Argentina,2020-01-25,0,0.0
Argentina,2020-01-26,0,0.0
Argentina,2020-01-27,0,0.0
Argentina,2020-01-28,0,0.0
Argentina,2020-01-29,0,0.0
Argentina,2020-01-30,0,0.0
Argentina,2020-01-31,0,0.0
Argentina,2020-02-01,0,0.0
Argentina,2020-02-02,0,0.0
Argentina,2020-02-03,0,0.0
Argentina,2020-02-04,0,0.0
Argentina,2020-02-05,0,0.0
Argentina,2020-02-06,0,0.0
Argentina,2020-02-07,0,0.0
Argentina,2020-02-08,0,0.0
Argentina,2020-02-09,0,0.0
Argentina,2020-02-10,0,0.0
Argentina,2020-02-11,0,0.0
Argentina,2020-02-12,0,0.0
Argentina,2020-02-13,0,0.0
Argentina,2020-02-14,0,0.0
Argentina,2020-02-15,0,0.0
Argentina,2020-02-16,0,0.0
Argentina,2020-02-17,0,0.0
Argentina,2020-02-18,0,0.0
Argentina,2020-02-19,0,0.0
Argentina,2020-02-20,0,0.0
Argentina,2020-02-21,0,0.0
Argentina,2020-02-22,0,0.0
Argentina,2020-02-23,0,0.0
Argentina,2020-02-24,0,0.0
Argentina,2020-02-25,0,0.0
Argentina,2020-02-26,0,0.0
Argentina,2020-02-27,0,0.0
Argentina,2020-02-28,0,0.0
Argentina,2020-02-29,0,0.0
Argentina,2020-03-01,0,0.0
Argentina,2020-03-02,0,0.0
Argentina,2020-03-03,1,1.0
Argentina,2020-03-04,1,0.0
Argentina,2020-03-05,1,0.0
Argentina,2020-03-06,2,1.0
Argentina,2020-03-07,8,6.0
Argentina,2020-03-08,12,4.0
Argentina,2020-03-09,12,0.0
Argentina,2020-03-10,17,5.0
Argentina,2020-03-11,19,2.0
Argentina,2020-03-12,19,0.0
Argentina,2020-03-13,31,12.0
Argentina,2020-03-14,34,3.0
Argentina,2020-03-15,45,11.0
Argentina,2020-03-16,56,11.0
Argentina,2020-03-17,68,12.0
Argentina,2020-03-18,79,11.0
Argentina,2020-03-19,97,18.0
Argentina,2020-03-20,128,31.0
Argentina,2020-03-21,158,30.0
Argentina,2020-03-22,266,108.0
Argentina,2020-03-23,301,35.0
Argentina,2020-03-24,387,86.0
Argentina,2020-03-25,387,0.0
Argentina,2020-03-26,502,115.0
Argentina,2020-03-27,589,87.0
Armenia,2020-01-22,0,0.0
Armenia,2020-01-23,0,0.0
Armenia,2020-01-24,0,0.0
Armenia,2020-01-25,0,0.0
Armenia,2020-01-26,0,0.0
Armenia,2020-01-27,0,0.0
Armenia,2020-01-28,0,0.0
Armenia,2020-01-29,0,0.0
Armenia,2020-01-30,0,0.0
Armenia,2020-01-31,0,0.0
Armenia,2020-02-01,0,0.0
Armenia,2020-02-02,0,0.0
Armenia,2020-02-03,0,0.0
Armenia,2020-02-04,0,0.0
Armenia,2020-02-05,0,0.0
Armenia,2020-02-06,0,0.0
Armenia,2020-02-07,0,0.0
Armenia,2020-02-08,0,0.0
Armenia,2020-02-09,0,0.0
Armenia,2020-02-10,0,0.0
Armenia,2020-02-11,0,0.0
Armenia,2020-02-12,0,0.0
Armenia,2020-02-13,0,0.0
Armenia,2020-02-14,0,0.0
Armenia,2020-02-15,0,0.0
Armenia,2020-02-16,0,0.0
Armenia,2020-02-17,0,0.0
Armenia,2020-02-18,0,0.0
Armenia,2020-02-19,0,0.0
Armenia,2020-02-20,0,0.0
Armenia,2020-02-21,0,0.0
Armenia,2020-02-22,0,0.0
Armenia,2020-02-23,0,0.0
Armenia,2020-02-24,0,0.0
Armenia,2020-02-25,0,0.0
Armenia,2020-02-26,0,0.0
Armenia,2020-02-27,0,0.0
Armenia,2020-02-28,0,0.0
Armenia,2020-02-29,0,0.0
Armenia,2020-03-01,1,1.0
Armenia,2020-03-02,1,0.0
Armenia,2020-03-03,1,0.0
Armenia,2020-03-04,1,0.0
Armenia,2020-03-05,1,0.0
Armenia,2020-03-06,1,0.0
Armenia,2020-03-07,1,0.0
Armenia,2020-03-08,1,0.0
Armenia,2020-03-09,1,0.0
Armenia,2020-03-10,1,0.0
Armenia,2020-03-11,1,0.0
Armenia,2020-03-12,4,3.0
Armenia,2020-03-13,8,4.0
Armenia,2020-03-14,18,10.0
Armenia,2020-03-15,26,8.0
Armenia,2020-03-16,52,26.0
Armenia,2020-03-17,78,26.0
Armenia,2020-03-18,84,6.0
Armenia,2020-03-19,115,31.0
Armenia,2020-03-20,136,21.0
Armenia,2020-03-21,160,24.0
Armenia,2020-03-22,194,34.0
Armenia,2020-03-23,235,41.0
Armenia,2020-03-24,249,14.0
Armenia,2020-03-25,265,16.0
Armenia,2020-03-26,290,25.0
Armenia,2020-03-27,329,39.0
Australia,2020-01-22,0,0.0
Australia,2020-01-23,0,0.0
Australia,2020-01-24,0,0.0
Australia,2020-01-25,0,0.0
Australia,2020-01-26,4,4.0
Australia,2020-01-27,5,1.0
Australia,2020-01-28,5,0.0
Australia,2020-01-29,6,1.0
Australia,2020-01-30,9,3.0
Australia,2020-01-31,9,0.0
Australia,2020-02-01,12,3.0
Australia,2020-02-02,12,0.0
Australia,2020-02-03,12,0.0
Australia,2020-02-04,13,1.0
Australia,2020-02-05,13,0.0
Australia,2020-02-06,14,1.0
Australia,2020-02-07,15,1.0
Australia,2020-02-08,15,0.0
Australia,2020-02-09,15,0.0
Australia,2020-02-10,15,0.0
Australia,2020-02-11,15,0.0
Australia,2020-02-12,15,0.0
Australia,2020-02-13,15,0.0
Australia,2020-02-14,15,0.0
Australia,2020-02-15,15,0.0
Australia,2020-02-16,15,0.0
Australia,2020-02-17,15,0.0
Australia,2020-02-18,15,0.0
Australia,2020-02-19,15,0.0
Australia,2020-02-20,15,0.0
Australia,2020-02-21,15,0.0
Australia,2020-02-22,15,0.0
Australia,2020-02-23,15,0.0
Australia,2020-02-24,15,0.0
Australia,2020-02-25,15,0.0
Australia,2020-02-26,15,0.0
Australia,2020-02-27,15,0.0
Australia,2020-02-28,15,0.0
Australia,2020-02-29,25,10.0
Australia,2020-03-01,27,2.0
Australia,2020-03-02,30,3.0
Australia,2020-03-03,39,9.0
Australia,2020-03-04,52,13.0
Australia,2020-03-05,55,3.0
Australia,2020-03-06,60,5.0
Australia,2020-03-07,63,3.0
Australia,2020-03-08,76,13.0
Australia,2020-03-09,91,15.0
Australia,2020-03-10,107,16.0
Australia,2020-03-11,128,21.0
Australia,2020-03-12,128,0.0
Australia,2020-03-13,200,72.0
Australia,2020-03-14,250,50.0
Australia,2020-03-15,297,47.0
Australia,2020-03-16,377,80.0
Australia,2020-03-17,452,75.0
Australia,2020-03-18,568,116.0
Australia,2020-03-19,681,113.0
Australia,2020-03-20,791,110.0
Australia,2020-03-21,1071,280.0
Australia,2020-03-22,1549,478.0
Australia,2020-03-23,1682,133.0
Australia,2020-03-24,2044,362.0
Australia,2020-03-25,2364,320.0
Australia,2020-03-26,2810,446.0
Australia,2020-03-27,3143,333.0
Austria,2020-01-22,0,0.0
Austria,2020-01-23,0,0.0
Austria,2020-01-24,0,0.0
Austria,2020-01-25,0,0.0
Austria,2020-01-26,0,0.0
Austria,2020-01-27,0,0.0
Austria,2020-01-28,0,0.0
Austria,2020-01-29,0,0.0
Austria,2020-01-30,0,0.0
Austria,2020-01-31,0,0.0
Austria,2020-02-01,0,0.0
Austria,2020-02-02,0,0.0
Austria,2020-02-03,0,0.0
Austria,2020-02-04,0,0.0
Austria,2020-02-05,0,0.0
Austria,2020-02-06,0,0.0
Austria,2020-02-07,0,0.0
Austria,2020-02-08,0,0.0
Austria,2020-02-09,0,0.0
Austria,2020-02-10,0,0.0
Austria,2020-02-11,0,0.0
Austria,2020-02-12,0,0.0
Austria,2020-02-13,0,0.0
Austria,2020-02-14,0,0.0
Austria,2020-02-15,0,0.0
Austria,2020-02-16,0,0.0
Austria,2020-02-17,0,0.0
Austria,2020-02-18,0,0.0
Austria,2020-02-19,0,0.0
Austria,2020-02-20,0,0.0
Austria,2020-02-21,0,0.0
Austria,2020-02-22,0,0.0
Austria,2020-02-23,0,0.0
Austria,2020-02-24,0,0.0
Austria,2020-02-25,2,2.0
Austria,2020-02-26,2,0.0
Austria,2020-02-27,3,1.0
Austria,2020-02-28,3,0.0
Austria,2020-02-29,9,6.0
Austria,2020-03-01,14,5.0
Austria,2020-03-02,18,4.0
Austria,2020-03-03,21,3.0
Austria,2020-03-04,29,8.0
Austria,2020-03-05,41,12.0
Austria,2020-03-06,55,14.0
Austria,2020-03-07,79,24.0
Austria,2020-03-08,104,25.0
Austria,2020-03-09,131,27.0
Austria,2020-03-10,182,51.0
Austria,2020-03-11,246,64.0
Austria,2020-03-12,302,56.0
Austria,2020-03-13,504,202.0
Austria,2020-03-14,655,151.0
Austria,2020-03-15,860,205.0
Austria,2020-03-16,1018,158.0
Austria,2020-03-17,1332,314.0
Austria,2020-03-18,1646,314.0
Austria,2020-03-19,2013,367.0
Austria,2020-03-20,2388,375.0
Austria,2020-03-21,2814,426.0
Austria,2020-03-22,3582,768.0
Austria,2020-03-23,4474,892.0
Austria,2020-03-24,5283,809.0
Austria,2020-03-25,5588,305.0
Austria,2020-03-26,6909,1321.0
Austria,2020-03-27,7657,748.0
Azerbaijan,2020-01-22,0,0.0
Azerbaijan,2020-01-23,0,0.0
Azerbaijan,2020-01-24,0,0.0
Azerbaijan,2020-01-25,0,0.0
Azerbaijan,2020-01-26,0,0.0
Azerbaijan,2020-01-27,0,0.0
Azerbaijan,2020-01-28,0,0.0
Azerbaijan,2020-01-29,0,0.0
Azerbaijan,2020-01-30,0,0.0
Azerbaijan,2020-01-31,0,0.0
Azerbaijan,2020-02-01,0,0.0
Azerbaijan,2020-02-02,0,0.0
Azerbaijan,2020-02-03,0,0.0
Azerbaijan,2020-02-04,0,0.0
Azerbaijan,2020-02-05,0,0.0
Azerbaijan,2020-02-06,0,0.0
Azerbaijan,2020-02-07,0,0.0
Azerbaijan,2020-02-08,0,0.0
Azerbaijan,2020-02-09,0,0.0
Azerbaijan,2020-02-10,0,0.0
Azerbaijan,2020-02-11,0,0.0
Azerbaijan,2020-02-12,0,0.0
Azerbaijan,2020-02-13,0,0.0
Azerbaijan,2020-02-14,0,0.0
Azerbaijan,2020-02-15,0,0.0
Azerbaijan,2020-02-16,0,0.0
Azerbaijan,2020-02-17,0,0.0
Azerbaijan,2020-02-18,0,0.0
Azerbaijan,2020-02-19,0,0.0
Azerbaijan,2020-02-20,0,0.0
Azerbaijan,2020-02-21,0,0.0
Azerbaijan,2020-02-22,0,0.0
Azerbaijan,2020-02-23,0,0.0
Azerbaijan,2020-02-24,0,0.0
Azerbaijan,2020-02-25,0,0.0
Azerbaijan,2020-02-26,0,0.0
Azerbaijan,2020-02-27,0,0.0
Azerbaijan,2020-02-28,0,0.0
Azerbaijan,2020-02-29,0,0.0
Azerbaijan,2020-03-01,3,3.0
Azerbaijan,2020-03-02,3,0.0
Azerbaijan,2020-03-03,3,0.0
Azerbaijan,2020-03-04,3,0.0
Azerbaijan,2020-03-05,6,3.0
Azerbaijan,2020-03-06,6,0.0
Azerbaijan,2020-03-07,9,3.0
Azerbaijan,2020-03-08,9,0.0
Azerbaijan,2020-03-09,9,0.0
Azerbaijan,2020-03-10,11,2.0
Azerbaijan,2020-03-11,11,0.0
Azerbaijan,2020-03-12,11,0.0
Azerbaijan,2020-03-13,15,4.0
Azerbaijan,2020-03-14,15,0.0
Azerbaijan,2020-03-15,23,8.0
Azerbaijan,2020-03-16,28,5.0
Azerbaijan,2020-03-17,28,0.0
Azerbaijan,2020-03-18,28,0.0
Azerbaijan,2020-03-19,44,16.0
Azerbaijan,2020-03-20,44,0.0
Azerbaijan,2020-03-21,53,9.0
Azerbaijan,2020-03-22,65,12.0
Azerbaijan,2020-03-23,72,7.0
Azerbaijan,2020-03-24,87,15.0
Azerbaijan,2020-03-25,93,6.0
Azerbaijan,2020-03-26,122,29.0
Azerbaijan,2020-03-27,165,43.0
Bahamas,2020-01-22,0,0.0
Bahamas,2020-01-23,0,0.0
Bahamas,2020-01-24,0,0.0
Bahamas,2020-01-25,0,0.0
Bahamas,2020-01-26,0,0.0
Bahamas,2020-01-27,0,0.0
Bahamas,2020-01-28,0,0.0
Bahamas,2020-01-29,0,0.0
Bahamas,2020-01-30,0,0.0
Bahamas,2020-01-31,0,0.0
Bahamas,2020-02-01,0,0.0
Bahamas,2020-02-02,0,0.0
Bahamas,2020-02-03,0,0.0
Bahamas,2020-02-04,0,0.0
Bahamas,2020-02-05,0,0.0
Bahamas,2020-02-06,0,0.0
Bahamas,2020-02-07,0,0.0
Bahamas,2020-02-08,0,0.0
Bahamas,2020-02-09,0,0.0
Bahamas,2020-02-10,0,0.0
Bahamas,2020-02-11,0,0.0
