country,date,accumulated_confirmed,increase_of_confirmed
Angola,2020-01-23,0,0.0
Angola,2020-01-24,0,0.0
Angola,2020-01-25,0,0.0
Angola,2020-01-26,0,0.0
Angola,2020-01-27,0,0.0
Angola,2020-01-28,0,0.0
Angola,2020-01-29,0,0.0
Angola,2020-01-30,0,0.0
Angola,2020-01-31,0,0.0
Angola,2020-02-01,0,0.0
Angola,2020-02-02,0,0.0
Angola,2020-02-03,0,0.0
Angola,2020-02-04,0,0.0
Angola,2020-02-05,0,0.0
Angola,2020-02-06,0,0.0
Angola,2020-02-07,0,0.0
Angola,2020-02-08,0,0.0
Angola,2020-02-09,0,0.0
Angola,2020-02-10,0,0.0
Angola,2020-02-11,0,0.0
Angola,2020-02-12,0,0.0
Angola,2020-02-13,0,0.0
Angola,2020-02-14,0,0.0
Angola,2020-02-15,0,0.0
Angola,2020-02-16,0,0.0
Angola,2020-02-17,0,0.0
Angola,2020-02-18,0,0.0
Angola,2020-02-19,0,0.0
Angola,2020-02-20,0,0.0
Angola,2020-02-21,0,0.0
Angola,2020-02-22,0,0.0
Angola,2020-02-23,0,0.0
Angola,2020-02-24,0,0.0
Angola,2020-02-25,0,0.0
Angola,2020-02-26,0,0.0
Angola,2020-02-27,0,0.0
Angola,2020-02-28,0,0.0
Angola,2020-02-29,0,0.0
Angola,2020-03-01,0,0.0
Angola,2020-03-02,0,0.0
Angola,2020-03-03,0,0.0
Angola,2020-03-04,0,0.0
Angola,2020-03-05,0,0.0
Angola,2020-03-06,0,0.0
Angola,2020-03-07,0,0.0
Angola,2020-03-08,0,0.0
Angola,2020-03-09,0,0.0
Angola,2020-03-10,0,0.0
Angola,2020-03-11,0,0.0
Angola,2020-03-12,0,0.0
Angola,2020-03-13,0,0.0
Angola,2020-03-14,0,0.0
Angola,2020-03-15,0,0.0
Angola,2020-03-16,0,0.0
Angola,2020-03-17,0,0.0
Angola,2020-03-18,0,0.0
Angola,2020-03-19,0,0.0
Angola,2020-03-20,0,0.0
Angola,2020-03-21,0,0.0
Angola,2020-03-22,0,0.0
Angola,2020-03-23,0,0.0
Angola,2020-03-24,0,0.0
Angola,2020-03-25,0,0.0
Angola,2020-03-26,0,0.0
Angola,2020-03-27,0,0.0
Antigua and Barbuda,2020-01-22,0,0.0
Antigua and Barbuda,2020-01-23,0,0.0
Antigua and Barbuda,2020-01-24,0,0.0
Antigua and Barbuda,2020-01-25,0,0.0
Antigua and Barbuda,2020-01-26,0,0.0
Antigua and Barbuda,2020-01-27,0,0.0
Antigua and Barbuda,2020-01-28,0,0.0
Antigua and Barbuda,2020-01-29,0,0.0
Antigua and Barbuda,2020-01-30,0,0.0
Antigua and Barbuda,2020-01-31,0,0.0
Antigua and Barbuda,2020-02-01,0,0.0
Antigua and Barbuda,2020-02-02,0,0.0
Antigua and Barbuda,2020-02-03,0,0.0
Antigua and Barbuda,2020-02-04,0,0.0
Antigua and Barbuda,2020-02-05,0,0.0
Antigua and Barbuda,2020-02-06,0,0.0
Antigua and Barbuda,2020-02-07,0,0.0
Antigua and Barbuda,2020-02-08,0,0.0
Antigua and Barbuda,2020-02-09,0,0.0
Antigua and Barbuda,2020-02-10,0,0.0
Antigua and Barbuda,2020-02-11,0,0.0
Antigua and Barbuda,2020-02-12,0,0.0
Antigua and Barbuda,2020-02-13,0,0.0
Antigua and Barbuda,2020-02-14,0,0.0
Antigua and Barbuda,2020-02-15,0,0.0
Antigua and Barbuda,2020-02-16,0,0.0
Antigua and Barbuda,2020-02-17,0,0.0
Antigua and Barbuda,2020-02-18,0,0.0
Antigua and Barbuda,2020-02-19,0,0.0
Antigua and Barbuda,2020-02-20,0,0.0
Antigua and Barbuda,2020-02-21,0,0.0
Antigua and Barbuda,2020-02-22,0,0.0
Antigua and Barbuda,2020-02-23,0,0.0
Antigua and Barbuda,2020-02-24,0,0.0
Antigua and Barbuda,2020-02-25,0,0.0
Antigua and Barbuda,2020-02-26,0,0.0
Antigua and Barbuda,2020-02-27,0,0.0
Antigua and Barbuda,2020-02-28,0,0.0
Antigua and Barbuda,2020-02-29,0,0.0
Antigua and Barbuda,2020-03-01,0,0.0
Antigua and Barbuda,2020-03-02,0,0.0
Antigua and Barbuda,2020-03-03,0,0.0
Antigua and Barbuda,2020-03-04,0,0.0
Antigua and Barbuda,2020-03-05,0,0.0
Antigua and Barbuda,2020-03-06,0,0.0
Antigua and Barbuda,2020-03-07,0,0.0
Antigua and Barbuda,2020-03-08,0,0.0
Antigua and Barbuda,2020-03-09,0,0.0
Antigua and Barbuda,2020-03-10,0,0.0
Antigua and Barbuda,2020-03-11,0,0.0
Antigua and Barbuda,2020-03-12,0,0.0
Antigua and Barbuda,2020-03-13,0,0.0
Antigua and Barbuda,2020-03-14,0,0.0
Antigua and Barbuda,2020-03-15,0,0.0
Antigua and Barbuda,2020-03-16,0,0.0
Antigua and Barbuda,2020-03-17,0,0.0
Antigua and Barbuda,2020-03-18,0,0.0
Antigua and Barbuda,2020-03-19,0,0.0
Antigua and Barbuda,2020-03-20,0,0.0
Antigua and Barbuda,2020-03-21,0,0.0
Antigua and Barbuda,2020-03-22,0,0.0
Antigua and Barbuda,2020-03-23,0,0.0
Antigua and Barbuda,2020-03-24,0,0.0
Antigua and Barbuda,2020-03-25,0,0.0
Antigua and Barbuda,2020-03-26,0,0.0
Antigua and Barbuda,2020-03-27,0,0.0
Argentina,2020-01-22,0,0.0
Argentina,2020-01-23,0,0.0
Argentina,2020-01-24,0,0.0
Argentina,2020-01-25,0,0.0
Argentina,2020-01-26,0,0.0
Argentina,2020-01-27,0,0.0
Argentina,2020-01-28,0,0.0
Argentina,2020-01-29,0,0.0
Argentina,2020-01-30,0,0.0
Argentina,2020-01-31,0,0.0
Argentina,2020-02-01,0,0.0
Argentina,2020-02-02,0,0.0
Argentina,2020-02-03,0,0.0
Argentina,2020-02-04,0,0.0
Argentina,2020-02-05,0,0.0
Argentina,2020-02-06,0,0.0
Argentina,2020-02-07,0,0.0
Argentina,2020-02-08,0,0.0
Argentina,2020-02-09,0,0.0
Argentina,2020-02-10,0,0.0
Argentina,2020-02-11,0,0.0
Argentina,2020-02-12,0,0.0
Argentina,2020-02-13,0,0.0
Argentina,2020-02-14,0,0.0
Argentina,2020-02-15,0,0.0
Argentina,2020-02-16,0,0.0
Argentina,2020-02-17,0,0.0
Argentina,2020-02-18,0,0.0
Argentina,2020-02-19,0,0.0
Argentina,2020-02-20,0,0.0
Argentina,2020-02-21,0,0.0
Argentina,2020-02-22,0,0.0
Argentina,2020-02-23,0,0.0
Argentina,2020-02-24,0,0.0
Argentina,2020-02-25,0,0.0
Argentina,2020-02-26,0,0.0
Argentina,2020-02-27,0,0.0
Argentina,2020-02-28,0,0.0
Argentina,2020-02-29,0,0.0
Argentina,2020-03-01,0,0.0
Argentina,2020-03-02,0,0.0
Argentina,2020-03-03,0,0.0
Argentina,2020-03-04,0,0.0
Argentina,2020-03-05,0,0.0
Argentina,2020-03-06,0,0.0
Argentina,2020-03-07,0,0.0
Argentina,2020-03-08,1,1.0
Argentina,2020-03-09,1,0.0
Argentina,2020-03-10,1,0.0
Argentina,2020-03-11,1,0.0
Argentina,2020-03-12,1,0.0
Argentina,2020-03-13,2,1.0
Argentina,2020-03-14,2,0.0
Argentina,2020-03-15,2,0.0
Argentina,2020-03-16,2,0.0
Argentina,2020-03-17,2,0.0
Argentina,2020-03-18,2,0.0
Argentina,2020-03-19,3,1.0
Argentina,2020-03-20,3,0.0
Argentina,2020-03-21,4,1.0
Argentina,2020-03-22,4,0.0
Argentina,2020-03-23,4,0.0
Argentina,2020-03-24,6,2.0
Argentina,2020-03-25,8,2.0
Argentina,2020-03-26,9,1.0
Argentina,2020-03-27,13,4.0
Armenia,2020-01-22,0,0.0
Armenia,2020-01-23,0,0.0
Armenia,2020-01-24,0,0.0
Armenia,2020-01-25,0,0.0
Armenia,2020-01-26,0,0.0
Armenia,2020-01-27,0,0.0
Armenia,2020-01-28,0,0.0
Armenia,2020-01-29,0,0.0
Armenia,2020-01-30,0,0.0
Armenia,2020-01-31,0,0.0
Armenia,2020-02-01,0,0.0
Armenia,2020-02-02,0,0.0
Armenia,2020-02-03,0,0.0
Armenia,2020-02-04,0,0.0
Armenia,2020-02-05,0,0.0
Armenia,2020-02-06,0,0.0
Armenia,2020-02-07,0,0.0
Armenia,2020-02-08,0,0.0
Armenia,2020-02-09,0,0.0
Armenia,2020-02-10,0,0.0
Armenia,2020-02-11,0,0.0
Armenia,2020-02-12,0,0.0
Armenia,2020-02-13,0,0.0
Armenia,2020-02-14,0,0.0
Armenia,2020-02-15,0,0.0
Armenia,2020-02-16,0,0.0
Armenia,2020-02-17,0,0.0
Armenia,2020-02-18,0,0.0
Armenia,2020-02-19,0,0.0
Armenia,2020-02-20,0,0.0
Armenia,2020-02-21,0,0.0
Armenia,2020-02-22,0,0.0
Armenia,2020-02-23,0,0.0
Armenia,2020-02-24,0,0.0
Armenia,2020-02-25,0,0.0
Armenia,2020-02-26,0,0.0
Armenia,2020-02-27,0,0.0
Armenia,2020-02-28,0,0.0
Armenia,2020-02-29,0,0.0
Armenia,2020-03-01,0,0.0
Armenia,2020-03-02,0,0.0
Armenia,2020-03-03,0,0.0
Armenia,2020-03-04,0,0.0
Armenia,2020-03-05,0,0.0
Armenia,2020-03-06,0,0.0
Armenia,2020-03-07,0,0.0
Armenia,2020-03-08,0,0.0
Armenia,2020-03-09,0,0.0
Armenia,2020-03-10,0,0.0
Armenia,2020-03-11,0,0.0
Armenia,2020-03-12,0,0.0
Armenia,2020-03-13,0,0.0
Armenia,2020-03-14,0,0.0
Armenia,2020-03-15,0,0.0
Armenia,2020-03-16,0,0.0
Armenia,2020-03-17,0,0.0
Armenia,2020-03-18,0,0.0
Armenia,2020-03-19,0,0.0
Armenia,2020-03-20,0,0.0
Armenia,2020-03-21,0,0.0
Armenia,2020-03-22,0,0.0
Armenia,2020-03-23,0,0.0
Armenia,2020-03-24,0,0.0
Armenia,2020-03-25,0,0.0
Armenia,2020-03-26,1,1.0
Armenia,2020-03-27,1,0.0
Australia,2020-01-22,0,0.0
Australia,2020-01-23,0,0.0
Australia,2020-01-24,0,0.0
Australia,2020-01-25,0,0.0
Australia,2020-01-26,0,0.0
Australia,2020-01-27,0,0.0
Australia,2020-01-28,0,0.0
Australia,2020-01-29,0,0.0
Australia,2020-01-30,0,0.0
Australia,2020-01-31,0,0.0
Australia,2020-02-01,0,0.0
Australia,2020-02-02,0,0.0
Australia,2020-02-03,0,0.0
Australia,2020-02-04,0,0.0
Australia,2020-02-05,0,0.0
Australia,2020-02-06,0,0.0
Australia,2020-02-07,0,0.0
Australia,2020-02-08,0,0.0
Australia,2020-02-09,0,0.0
Australia,2020-02-10,0,0.0
Australia,2020-02-11,0,0.0
Australia,2020-02-12,0,0.0
Australia,2020-02-13,0,0.0
Australia,2020-02-14,0,0.0
Australia,2020-02-15,0,0.0
Australia,2020-02-16,0,0.0
Australia,2020-02-17,0,0.0
Australia,2020-02-18,0,0.0
Australia,2020-02-19,0,0.0
Australia,2020-02-20,0,0.0
Australia,2020-02-21,0,0.0
Australia,2020-02-22,0,0.0
Australia,2020-02-23,0,0.0
Australia,2020-02-24,0,0.0
Australia,2020-02-25,0,0.0
Australia,2020-02-26,0,0.0
Australia,2020-02-27,0,0.0
Australia,2020-02-28,0,0.0
Australia,2020-02-29,0,0.0
Australia,2020-03-01,1,1.0
Australia,2020-03-02,1,0.0
Australia,2020-03-03,1,0.0
Australia,2020-03-04,2,1.0
Australia,2020-03-05,2,0.0
Australia,2020-03-06,2,0.0
Australia,2020-03-07,2,0.0
Australia,2020-03-08,3,1.0
Australia,2020-03-09,3,0.0
Australia,2020-03-10,3,0.0
Australia,2020-03-11,3,0.0
Australia,2020-03-12,3,0.0
Australia,2020-03-13,3,0.0
Australia,2020-03-14,3,0.0
Australia,2020-03-15,3,0.0
Australia,2020-03-16,3,0.0
Australia,2020-03-17,5,2.0
Australia,2020-03-18,6,1.0
Australia,2020-03-19,6,0.0
Australia,2020-03-20,7,1.0
Australia,2020-03-21,7,0.0
Australia,2020-03-22,7,0.0
Australia,2020-03-23,7,0.0
Australia,2020-03-24,8,1.0
Australia,2020-03-25,8,0.0
Australia,2020-03-26,13,5.0
Australia,2020-03-27,13,0.0
Austria,2020-01-22,0,0.0
Austria,2020-01-23,0,0.0
Austria,2020-01-24,0,0.0
Austria,2020-01-25,0,0.0
Austria,2020-01-26,0,0.0
Austria,2020-01-27,0,0.0
Austria,2020-01-28,0,0.0
Austria,2020-01-29,0,0.0
Austria,2020-01-30,0,0.0
Austria,2020-01-31,0,0.0
Austria,2020-02-01,0,0.0
Austria,2020-02-02,0,0.0
Austria,2020-02-03,0,0.0
Austria,2020-02-04,0,0.0
Austria,2020-02-05,0,0.0
Austria,2020-02-06,0,0.0
Austria,2020-02-07,0,0.0
Austria,2020-02-08,0,0.0
Austria,2020-02-09,0,0.0
Austria,2020-02-10,0,0.0
Austria,2020-02-11,0,0.0
Austria,2020-02-12,0,0.0
Austria,2020-02-13,0,0.0
Austria,2020-02-14,0,0.0
Austria,2020-02-15,0,0.0
Austria,2020-02-16,0,0.0
Austria,2020-02-17,0,0.0
Austria,2020-02-18,0,0.0
Austria,2020-02-19,0,0.0
Austria,2020-02-20,0,0.0
Austria,2020-02-21,0,0.0
Austria,2020-02-22,0,0.0
Austria,2020-02-23,0,0.0
Austria,2020-02-24,0,0.0
Austria,2020-02-25,0,0.0
Austria,2020-02-26,0,0.0
Austria,2020-02-27,0,0.0
Austria,2020-02-28,0,0.0
Austria,2020-02-29,0,0.0
Austria,2020-03-01,0,0.0
Austria,2020-03-02,0,0.0
Austria,2020-03-03,0,0.0
Austria,2020-03-04,0,0.0
Austria,2020-03-05,0,0.0
Austria,2020-03-06,0,0.0
Austria,2020-03-07,0,0.0
Austria,2020-03-08,0,0.0
Austria,2020-03-09,0,0.0
Austria,2020-03-10,0,0.0
Austria,2020-03-11,0,0.0
Austria,2020-03-12,1,1.0
Austria,2020-03-13,1,0.0
Austria,2020-03-14,1,0.0
Austria,2020-03-15,1,0.0
Austria,2020-03-16,3,2.0
Austria,2020-03-17,3,0.0
Austria,2020-03-18,4,1.0
Austria,2020-03-19,6,2.0
Austria,2020-03-20,6,0.0
Austria,2020-03-21,8,2.0
Austria,2020-03-22,16,8.0
Austria,2020-03-23,21,5.0
Austria,2020-03-24,28,7.0
Austria,2020-03-25,30,2.0
Austria,2020-03-26,49,19.0
Austria,2020-03-27,58,9.0
Azerbaijan,2020-01-22,0,0.0
Azerbaijan,2020-01-23,0,0.0
Azerbaijan,2020-01-24,0,0.0
Azerbaijan,2020-01-25,0,0.0
Azerbaijan,2020-01-26,0,0.0
Azerbaijan,2020-01-27,0,0.0
Azerbaijan,2020-01-28,0,0.0
Azerbaijan,2020-01-29,0,0.0
Azerbaijan,2020-01-30,0,0.0
Azerbaijan,2020-01-31,0,0.0
Azerbaijan,2020-02-01,0,0.0
Azerbaijan,2020-02-02,0,0.0
Azerbaijan,2020-02-03,0,0.0
Azerbaijan,2020-02-04,0,0.0
Azerbaijan,2020-02-05,0,0.0
Azerbaijan,2020-02-06,0,0.0
Azerbaijan,2020-02-07,0,0.0
Azerbaijan,2020-02-08,0,0.0
Azerbaijan,2020-02-09,0,0.0
Azerbaijan,2020-02-10,0,0.0
Azerbaijan,2020-02-11,0,0.0
Azerbaijan,2020-02-12,0,0.0
Azerbaijan,2020-02-13,0,0.0
Azerbaijan,2020-02-14,0,0.0
Azerbaijan,2020-02-15,0,0.0
Azerbaijan,2020-02-16,0,0.0
Azerbaijan,2020-02-17,0,0.0
Azerbaijan,2020-02-18,0,0.0
Azerbaijan,2020-02-19,0,0.0
Azerbaijan,2020-02-20,0,0.0
Azerbaijan,2020-02-21,0,0.0
Azerbaijan,2020-02-22,0,0.0
Azerbaijan,2020-02-23,0,0.0
Azerbaijan,2020-02-24,0,0.0
Azerbaijan,2020-02-25,0,0.0
Azerbaijan,2020-02-26,0,0.0
Azerbaijan,2020-02-27,0,0.0
Azerbaijan,2020-02-28,0,0.0
Azerbaijan,2020-02-29,0,0.0
Azerbaijan,2020-03-01,0,0.0
Azerbaijan,2020-03-02,0,0.0
Azerbaijan,2020-03-03,0,0.0
Azerbaijan,2020-03-04,0,0.0
Azerbaijan,2020-03-05,0,0.0
Azerbaijan,2020-03-06,0,0.0
Azerbaijan,2020-03-07,0,0.0
Azerbaijan,2020-03-08,0,0.0
Azerbaijan,2020-03-09,0,0.0
Azerbaijan,2020-03-10,0,0.0
Azerbaijan,2020-03-11,0,0.0
Azerbaijan,2020-03-12,0,0.0
Azerbaijan,2020-03-13,1,1.0
Azerbaijan,2020-03-14,1,0.0
Azerbaijan,2020-03-15,1,0.0
Azerbaijan,2020-03-16,1,0.0
Azerbaijan,2020-03-17,1,0.0
Azerbaijan,2020-03-18,1,0.0
Azerbaijan,2020-03-19,1,0.0
Azerbaijan,2020-03-20,1,0.0
Azerbaijan,2020-03-21,1,0.0
Azerbaijan,2020-03-22,1,0.0
Azerbaijan,2020-03-23,1,0.0
Azerbaijan,2020-03-24,1,0.0
Azerbaijan,2020-03-25,2,1.0
Azerbaijan,2020-03-26,3,1.0
Azerbaijan,2020-03-27,3,0.0
Bahamas,2020-01-22,0,0.0
Bahamas,2020-01-23,0,0.0
Bahamas,2020-01-24,0,0.0
Bahamas,2020-01-25,0,0.0
Bahamas,2020-01-26,0,0.0
Bahamas,2020-01-27,0,0.0
Bahamas,2020-01-28,0,0.0
Bahamas,2020-01-29,0,0.0
Bahamas,2020-01-30,0,0.0
Bahamas,2020-01-31,0,0.0
Bahamas,2020-02-01,0,0.0
Bahamas,2020-02-02,0,0.0
Bahamas,2020-02-03,0,0.0
Bahamas,2020-02-04,0,0.0
Bahamas,2020-02-05,0,0.0
Bahamas,2020-02-06,0,0.0
Bahamas,2020-02-07,0,0.0
Bahamas,2020-02-08,0,0.0
Bahamas,2020-02-09,0,0.0
Bahamas,2020-02-10,0,0.0
Bahamas,2020-02-11,0,0.0
Bahamas,2020-02-12,0,0.0
