country,date,accumulated_confirmed,increase_of_confirmed
Canada,2020-02-11,0,0.0
Canada,2020-02-12,1,1.0
Canada,2020-02-13,1,0.0
Canada,2020-02-14,1,0.0
Canada,2020-02-15,1,0.0
Canada,2020-02-16,1,0.0
Canada,2020-02-17,1,0.0
Canada,2020-02-18,1,0.0
Canada,2020-02-19,1,0.0
Canada,2020-02-20,1,0.0
Canada,2020-02-21,3,2.0
Canada,2020-02-22,3,0.0
Canada,2020-02-23,3,0.0
Canada,2020-02-24,3,0.0
Canada,2020-02-25,3,0.0
Canada,2020-02-26,3,0.0
Canada,2020-02-27,6,3.0
Canada,2020-02-28,6,0.0
Canada,2020-02-29,6,0.0
Canada,2020-03-01,6,0.0
Canada,2020-03-02,6,0.0
Canada,2020-03-03,6,0.0
Canada,2020-03-04,6,0.0
Canada,2020-03-05,6,0.0
Canada,2020-03-06,6,0.0
Canada,2020-03-07,8,2.0
Canada,2020-03-08,8,0.0
Canada,2020-03-09,8,0.0
Canada,2020-03-10,8,0.0
Canada,2020-03-11,8,0.0
Canada,2020-03-12,8,0.0
Canada,2020-03-13,8,0.0
Canada,2020-03-14,8,0.0
Canada,2020-03-15,8,0.0
Canada,2020-03-16,9,1.0
Canada,2020-03-17,9,0.0
Canada,2020-03-18,9,0.0
Canada,2020-03-19,9,0.0
Canada,2020-03-20,9,0.0
Canada,2020-03-21,10,1.0
Canada,2020-03-22,10,0.0
Canada,2020-03-23,10,0.0
Canada,2020-03-24,110,100.0
Canada,2020-03-25,183,73.0
Canada,2020-03-26,184,1.0
Canada,2020-03-27,256,72.0
Central African Republic,2020-01-22,0,0.0
Central African Republic,2020-01-23,0,0.0
Central African Republic,2020-01-24,0,0.0
Central African Republic,2020-01-25,0,0.0
Central African Republic,2020-01-26,0,0.0
Central African Republic,2020-01-27,0,0.0
Central African Republic,2020-01-28,0,0.0
Central African Republic,2020-01-29,0,0.0
Central African Republic,2020-01-30,0,0.0
Central African Republic,2020-01-31,0,0.0
Central African Republic,2020-02-01,0,0.0
Central African Republic,2020-02-02,0,0.0
Central African Republic,2020-02-03,0,0.0
Central African Republic,2020-02-04,0,0.0
Central African Republic,2020-02-05,0,0.0
Central African Republic,2020-02-06,0,0.0
Central African Republic,2020-02-07,0,0.0
Central African Republic,2020-02-08,0,0.0
Central African Republic,2020-02-09,0,0.0
Central African Republic,2020-02-10,0,0.0
Central African Republic,2020-02-11,0,0.0
Central African Republic,2020-02-12,0,0.0
Central African Republic,2020-02-13,0,0.0
Central African Republic,2020-02-14,0,0.0
Central African Republic,2020-02-15,0,0.0
Central African Republic,2020-02-16,0,0.0
Central African Republic,2020-02-17,0,0.0
Central African Republic,2020-02-18,0,0.0
Central African Republic,2020-02-19,0,0.0
Central African Republic,2020-02-20,0,0.0
Central African Republic,2020-02-21,0,0.0
Central African Republic,2020-02-22,0,0.0
Central African Republic,2020-02-23,0,0.0
Central African Republic,2020-02-24,0,0.0
Central African Republic,2020-02-25,0,0.0
Central African Republic,2020-02-26,0,0.0
Central African Republic,2020-02-27,0,0.0
Central African Republic,2020-02-28,0,0.0
Central African Republic,2020-02-29,0,0.0
Central African Republic,2020-03-01,0,0.0
Central African Republic,2020-03-02,0,0.0
Central African Republic,2020-03-03,0,0.0
Central African Republic,2020-03-04,0,0.0
Central African Republic,2020-03-05,0,0.0
Central African Republic,2020-03-06,0,0.0
Central African Republic,2020-03-07,0,0.0
Central African Republic,2020-03-08,0,0.0
Central African Republic,2020-03-09,0,0.0
Central African Republic,2020-03-10,0,0.0
Central African Republic,2020-03-11,0,0.0
Central African Republic,2020-03-12,0,0.0
Central African Republic,2020-03-13,0,0.0
Central African Republic,2020-03-14,0,0.0
Central African Republic,2020-03-15,0,0.0
Central African Republic,2020-03-16,0,0.0
Central African Republic,2020-03-17,0,0.0
Central African Republic,2020-03-18,0,0.0
Central African Republic,2020-03-19,0,0.0
Central African Republic,2020-03-20,0,0.0
Central African Republic,2020-03-21,0,0.0
Central African Republic,2020-03-22,0,0.0
Central African Republic,2020-03-23,0,0.0
Central African Republic,2020-03-24,0,0.0
Central African Republic,2020-03-25,0,0.0
Central African Republic,2020-03-26,0,0.0
Central African Republic,2020-03-27,0,0.0
Chad,2020-01-22,0,0.0
Chad,2020-01-23,0,0.0
Chad,2020-01-24,0,0.0
Chad,2020-01-25,0,0.0
Chad,2020-01-26,0,0.0
Chad,2020-01-27,0,0.0
Chad,2020-01-28,0,0.0
Chad,2020-01-29,0,0.0
Chad,2020-01-30,0,0.0
Chad,2020-01-31,0,0.0
Chad,2020-02-01,0,0.0
Chad,2020-02-02,0,0.0
Chad,2020-02-03,0,0.0
Chad,2020-02-04,0,0.0
Chad,2020-02-05,0,0.0
Chad,2020-02-06,0,0.0
Chad,2020-02-07,0,0.0
Chad,2020-02-08,0,0.0
Chad,2020-02-09,0,0.0
Chad,2020-02-10,0,0.0
Chad,2020-02-11,0,0.0
Chad,2020-02-12,0,0.0
Chad,2020-02-13,0,0.0
Chad,2020-02-14,0,0.0
Chad,2020-02-15,0,0.0
Chad,2020-02-16,0,0.0
Chad,2020-02-17,0,0.0
Chad,2020-02-18,0,0.0
Chad,2020-02-19,0,0.0
Chad,2020-02-20,0,0.0
Chad,2020-02-21,0,0.0
Chad,2020-02-22,0,0.0
Chad,2020-02-23,0,0.0
Chad,2020-02-24,0,0.0
Chad,2020-02-25,0,0.0
Chad,2020-02-26,0,0.0
Chad,2020-02-27,0,0.0
Chad,2020-02-28,0,0.0
Chad,2020-02-29,0,0.0
Chad,2020-03-01,0,0.0
Chad,2020-03-02,0,0.0
Chad,2020-03-03,0,0.0
Chad,2020-03-04,0,0.0
Chad,2020-03-05,0,0.0
Chad,2020-03-06,0,0.0
Chad,2020-03-07,0,0.0
Chad,2020-03-08,0,0.0
Chad,2020-03-09,0,0.0
Chad,2020-03-10,0,0.0
Chad,2020-03-11,0,0.0
Chad,2020-03-12,0,0.0
Chad,2020-03-13,0,0.0
Chad,2020-03-14,0,0.0
Chad,2020-03-15,0,0.0
Chad,2020-03-16,0,0.0
Chad,2020-03-17,0,0.0
Chad,2020-03-18,0,0.0
Chad,2020-03-19,0,0.0
Chad,2020-03-20,0,0.0
Chad,2020-03-21,0,0.0
Chad,2020-03-22,0,0.0
Chad,2020-03-23,0,0.0
Chad,2020-03-24,0,0.0
Chad,2020-03-25,0,0.0
Chad,2020-03-26,0,0.0
Chad,2020-03-27,0,0.0
Chile,2020-01-22,0,0.0
Chile,2020-01-23,0,0.0
Chile,2020-01-24,0,0.0
Chile,2020-01-25,0,0.0
Chile,2020-01-26,0,0.0
Chile,2020-01-27,0,0.0
Chile,2020-01-28,0,0.0
Chile,2020-01-29,0,0.0
Chile,2020-01-30,0,0.0
Chile,2020-01-31,0,0.0
Chile,2020-02-01,0,0.0
Chile,2020-02-02,0,0.0
Chile,2020-02-03,0,0.0
Chile,2020-02-04,0,0.0
Chile,2020-02-05,0,0.0
Chile,2020-02-06,0,0.0
Chile,2020-02-07,0,0.0
Chile,2020-02-08,0,0.0
Chile,2020-02-09,0,0.0
Chile,2020-02-10,0,0.0
Chile,2020-02-11,0,0.0
Chile,2020-02-12,0,0.0
Chile,2020-02-13,0,0.0
Chile,2020-02-14,0,0.0
Chile,2020-02-15,0,0.0
Chile,2020-02-16,0,0.0
Chile,2020-02-17,0,0.0
Chile,2020-02-18,0,0.0
Chile,2020-02-19,0,0.0
Chile,2020-02-20,0,0.0
Chile,2020-02-21,0,0.0
Chile,2020-02-22,0,0.0
Chile,2020-02-23,0,0.0
Chile,2020-02-24,0,0.0
Chile,2020-02-25,0,0.0
Chile,2020-02-26,0,0.0
Chile,2020-02-27,0,0.0
Chile,2020-02-28,0,0.0
Chile,2020-02-29,0,0.0
Chile,2020-03-01,0,0.0
Chile,2020-03-02,0,0.0
Chile,2020-03-03,0,0.0
Chile,2020-03-04,0,0.0
Chile,2020-03-05,0,0.0
Chile,2020-03-06,0,0.0
Chile,2020-03-07,0,0.0
Chile,2020-03-08,0,0.0
Chile,2020-03-09,0,0.0
Chile,2020-03-10,0,0.0
Chile,2020-03-11,0,0.0
Chile,2020-03-12,0,0.0
Chile,2020-03-13,0,0.0
Chile,2020-03-14,0,0.0
Chile,2020-03-15,0,0.0
Chile,2020-03-16,0,0.0
Chile,2020-03-17,0,0.0
Chile,2020-03-18,0,0.0
Chile,2020-03-19,0,0.0
Chile,2020-03-20,6,6.0
Chile,2020-03-21,6,0.0
Chile,2020-03-22,8,2.0
Chile,2020-03-23,8,0.0
Chile,2020-03-24,17,9.0
Chile,2020-03-25,22,5.0
Chile,2020-03-26,22,0.0
Chile,2020-03-27,43,21.0
China,2020-01-22,28,0.0
China,2020-01-23,30,2.0
China,2020-01-24,36,6.0
China,2020-01-25,39,3.0
China,2020-01-26,49,10.0
China,2020-01-27,58,9.0
China,2020-01-28,101,43.0
China,2020-01-29,120,19.0
China,2020-01-30,135,15.0
China,2020-01-31,214,79.0
China,2020-02-01,275,61.0
China,2020-02-02,463,188.0
China,2020-02-03,614,151.0
China,2020-02-04,843,229.0
China,2020-02-05,1115,272.0
China,2020-02-06,1477,362.0
China,2020-02-07,1999,522.0
China,2020-02-08,2596,597.0
China,2020-02-09,3219,623.0
China,2020-02-10,3918,699.0
China,2020-02-11,4636,718.0
China,2020-02-12,5082,446.0
China,2020-02-13,6217,1135.0
China,2020-02-14,7977,1760.0
China,2020-02-15,9298,1321.0
China,2020-02-16,10755,1457.0
China,2020-02-17,12462,1707.0
China,2020-02-18,14206,1744.0
China,2020-02-19,15962,1756.0
China,2020-02-20,18014,2052.0
China,2020-02-21,18704,690.0
China,2020-02-22,22699,3995.0
China,2020-02-23,23187,488.0
China,2020-02-24,25015,1828.0
China,2020-02-25,27676,2661.0
China,2020-02-26,30084,2408.0
China,2020-02-27,32930,2846.0
China,2020-02-28,36329,3399.0
China,2020-02-29,39320,2991.0
China,2020-03-01,42162,2842.0
China,2020-03-02,44854,2692.0
China,2020-03-03,47450,2596.0
China,2020-03-04,50001,2551.0
China,2020-03-05,52292,2291.0
China,2020-03-06,53944,1652.0
China,2020-03-07,55539,1595.0
China,2020-03-08,57388,1849.0
China,2020-03-09,58804,1416.0
China,2020-03-10,60181,1377.0
China,2020-03-11,61644,1463.0
China,2020-03-12,62901,1257.0
China,2020-03-13,64196,1295.0
China,2020-03-14,65660,1464.0
China,2020-03-15,67017,1357.0
China,2020-03-16,67910,893.0
China,2020-03-17,68798,888.0
China,2020-03-18,69755,957.0
China,2020-03-19,70535,780.0
China,2020-03-20,71266,731.0
China,2020-03-21,71857,591.0
China,2020-03-22,72362,505.0
China,2020-03-23,72814,452.0
China,2020-03-24,73280,466.0
China,2020-03-25,73773,493.0
China,2020-03-26,74181,408.0
China,2020-03-27,74720,539.0
Colombia,2020-01-22,0,0.0
Colombia,2020-01-23,0,0.0
Colombia,2020-01-24,0,0.0
Colombia,2020-01-25,0,0.0
Colombia,2020-01-26,0,0.0
Colombia,2020-01-27,0,0.0
Colombia,2020-01-28,0,0.0
Colombia,2020-01-29,0,0.0
Colombia,2020-01-30,0,0.0
Colombia,2020-01-31,0,0.0
Colombia,2020-02-01,0,0.0
Colombia,2020-02-02,0,0.0
Colombia,2020-02-03,0,0.0
Colombia,2020-02-04,0,0.0
Colombia,2020-02-05,0,0.0
Colombia,2020-02-06,0,0.0
Colombia,2020-02-07,0,0.0
Colombia,2020-02-08,0,0.0
Colombia,2020-02-09,0,0.0
Colombia,2020-02-10,0,0.0
Colombia,2020-02-11,0,0.0
Colombia,2020-02-12,0,0.0
Colombia,2020-02-13,0,0.0
Colombia,2020-02-14,0,0.0
Colombia,2020-02-15,0,0.0
Colombia,2020-02-16,0,0.0
Colombia,2020-02-17,0,0.0
Colombia,2020-02-18,0,0.0
Colombia,2020-02-19,0,0.0
Colombia,2020-02-20,0,0.0
Colombia,2020-02-21,0,0.0
Colombia,2020-02-22,0,0.0
Colombia,2020-02-23,0,0.0
Colombia,2020-02-24,0,0.0
Colombia,2020-02-25,0,0.0
Colombia,2020-02-26,0,0.0
Colombia,2020-02-27,0,0.0
Colombia,2020-02-28,0,0.0
Colombia,2020-02-29,0,0.0
Colombia,2020-03-01,0,0.0
Colombia,2020-03-02,0,0.0
Colombia,2020-03-03,0,0.0
Colombia,2020-03-04,0,0.0
Colombia,2020-03-05,0,0.0
Colombia,2020-03-06,0,0.0
Colombia,2020-03-07,0,0.0
Colombia,2020-03-08,0,0.0
Colombia,2020-03-09,0,0.0
Colombia,2020-03-10,0,0.0
Colombia,2020-03-11,0,0.0
Colombia,2020-03-12,0,0.0
Colombia,2020-03-13,0,0.0
Colombia,2020-03-14,0,0.0
Colombia,2020-03-15,0,0.0
Colombia,2020-03-16,0,0.0
Colombia,2020-03-17,1,1.0
Colombia,2020-03-18,1,0.0
Colombia,2020-03-19,1,0.0
Colombia,2020-03-20,1,0.0
Colombia,2020-03-21,1,0.0
Colombia,2020-03-22,3,2.0
Colombia,2020-03-23,3,0.0
Colombia,2020-03-24,6,3.0
Colombia,2020-03-25,8,2.0
Colombia,2020-03-26,8,0.0
Colombia,2020-03-27,10,2.0
Congo (Brazzaville),2020-01-22,0,0.0
Congo (Brazzaville),2020-01-23,0,0.0
Congo (Brazzaville),2020-01-24,0,0.0
Congo (Brazzaville),2020-01-25,0,0.0
Congo (Brazzaville),2020-01-26,0,0.0
Congo (Brazzaville),2020-01-27,0,0.0
Congo (Brazzaville),2020-01-28,0,0.0
Congo (Brazzaville),2020-01-29,0,0.0
Congo (Brazzaville),2020-01-30,0,0.0
Congo (Brazzaville),2020-01-31,0,0.0
Congo (Brazzaville),2020-02-01,0,0.0
Congo (Brazzaville),2020-02-02,0,0.0
Congo (Brazzaville),2020-02-03,0,0.0
Congo (Brazzaville),2020-02-04,0,0.0
Congo (Brazzaville),2020-02-05,0,0.0
Congo (Brazzaville),2020-02-06,0,0.0
Congo (Brazzaville),2020-02-07,0,0.0
Congo (Brazzaville),2020-02-08,0,0.0
Congo (Brazzaville),2020-02-09,0,0.0
Congo (Brazzaville),2020-02-10,0,0.0
Congo (Brazzaville),2020-02-11,0,0.0
Congo (Brazzaville),2020-02-12,0,0.0
Congo (Brazzaville),2020-02-13,0,0.0
Congo (Brazzaville),2020-02-14,0,0.0
Congo (Brazzaville),2020-02-15,0,0.0
Congo (Brazzaville),2020-02-16,0,0.0
Congo (Brazzaville),2020-02-17,0,0.0
Congo (Brazzaville),2020-02-18,0,0.0
Congo (Brazzaville),2020-02-19,0,0.0
Congo (Brazzaville),2020-02-20,0,0.0
Congo (Brazzaville),2020-02-21,0,0.0
Congo (Brazzaville),2020-02-22,0,0.0
Congo (Brazzaville),2020-02-23,0,0.0
Congo (Brazzaville),2020-02-24,0,0.0
Congo (Brazzaville),2020-02-25,0,0.0
Congo (Brazzaville),2020-02-26,0,0.0
Congo (Brazzaville),2020-02-27,0,0.0
Congo (Brazzaville),2020-02-28,0,0.0
Congo (Brazzaville),2020-02-29,0,0.0
Congo (Brazzaville),2020-03-01,0,0.0
Congo (Brazzaville),2020-03-02,0,0.0
Congo (Brazzaville),2020-03-03,0,0.0
Congo (Brazzaville),2020-03-04,0,0.0
Congo (Brazzaville),2020-03-05,0,0.0
Congo (Brazzaville),2020-03-06,0,0.0
Congo (Brazzaville),2020-03-07,0,0.0
Congo (Brazzaville),2020-03-08,0,0.0
Congo (Brazzaville),2020-03-09,0,0.0
Congo (Brazzaville),2020-03-10,0,0.0
Congo (Brazzaville),2020-03-11,0,0.0
Congo (Brazzaville),2020-03-12,0,0.0
Congo (Brazzaville),2020-03-13,0,0.0
Congo (Brazzaville),2020-03-14,0,0.0
Congo (Brazzaville),2020-03-15,0,0.0
Congo (Brazzaville),2020-03-16,0,0.0
Congo (Brazzaville),2020-03-17,0,0.0
Congo (Brazzaville),2020-03-18,0,0.0
Congo (Brazzaville),2020-03-19,0,0.0
Congo (Brazzaville),2020-03-20,0,0.0
Congo (Brazzaville),2020-03-21,0,0.0
Congo (Brazzaville),2020-03-22,0,0.0
Congo (Brazzaville),2020-03-23,0,0.0
Congo (Brazzaville),2020-03-24,0,0.0
Congo (Brazzaville),2020-03-25,0,0.0
Congo (Brazzaville),2020-03-26,0,0.0
Congo (Brazzaville),2020-03-27,0,0.0
Congo (Kinshasa),2020-01-22,0,0.0
Congo (Kinshasa),2020-01-23,0,0.0
Congo (Kinshasa),2020-01-24,0,0.0
Congo (Kinshasa),2020-01-25,0,0.0
Congo (Kinshasa),2020-01-26,0,0.0
Congo (Kinshasa),2020-01-27,0,0.0
Congo (Kinshasa),2020-01-28,0,0.0
Congo (Kinshasa),2020-01-29,0,0.0
Congo (Kinshasa),2020-01-30,0,0.0
Congo (Kinshasa),2020-01-31,0,0.0
Congo (Kinshasa),2020-02-01,0,0.0
Congo (Kinshasa),2020-02-02,0,0.0
Congo (Kinshasa),2020-02-03,0,0.0
Congo (Kinshasa),2020-02-04,0,0.0
Congo (Kinshasa),2020-02-05,0,0.0
Congo (Kinshasa),2020-02-06,0,0.0
Congo (Kinshasa),2020-02-07,0,0.0
Congo (Kinshasa),2020-02-08,0,0.0
Congo (Kinshasa),2020-02-09,0,0.0
Congo (Kinshasa),2020-02-10,0,0.0
Congo (Kinshasa),2020-02-11,0,0.0
Congo (Kinshasa),2020-02-12,0,0.0
Congo (Kinshasa),2020-02-13,0,0.0
Congo (Kinshasa),2020-02-14,0,0.0
Congo (Kinshasa),2020-02-15,0,0.0
Congo (Kinshasa),2020-02-16,0,0.0
Congo (Kinshasa),2020-02-17,0,0.0
Congo (Kinshasa),2020-02-18,0,0.0
Congo (Kinshasa),2020-02-19,0,0.0
Congo (Kinshasa),2020-02-20,0,0.0
Congo (Kinshasa),2020-02-21,0,0.0
Congo (Kinshasa),2020-02-22,0,0.0
Congo (Kinshasa),2020-02-23,0,0.0
Congo (Kinshasa),2020-02-24,0,0.0
Congo (Kinshasa),2020-02-25,0,0.0
Congo (Kinshasa),2020-02-26,0,0.0
Congo (Kinshasa),2020-02-27,0,0.0
Congo (Kinshasa),2020-02-28,0,0.0
Congo (Kinshasa),2020-02-29,0,0.0
Congo (Kinshasa),2020-03-01,0,0.0
Congo (Kinshasa),2020-03-02,0,0.0
Congo (Kinshasa),2020-03-03,0,0.0
Congo (Kinshasa),2020-03-04,0,0.0
Congo (Kinshasa),2020-03-05,0,0.0
Congo (Kinshasa),2020-03-06,0,0.0
Congo (Kinshasa),2020-03-07,0,0.0
Congo (Kinshasa),2020-03-08,0,0.0
Congo (Kinshasa),2020-03-09,0,0.0
Congo (Kinshasa),2020-03-10,0,0.0
Congo (Kinshasa),2020-03-11,0,0.0
Congo (Kinshasa),2020-03-12,0,0.0
Congo (Kinshasa),2020-03-13,0,0.0
Congo (Kinshasa),2020-03-14,0,0.0
Congo (Kinshasa),2020-03-15,0,0.0
Congo (Kinshasa),2020-03-16,0,0.0
Congo (Kinshasa),2020-03-17,0,0.0
Congo (Kinshasa),2020-03-18,0,0.0
Congo (Kinshasa),2020-03-19,0,0.0
Congo (Kinshasa),2020-03-20,0,0.0
Congo (Kinshasa),2020-03-21,0,0.0
Congo (Kinshasa),2020-03-22,0,0.0
Congo (Kinshasa),2020-03-23,0,0.0
Congo (Kinshasa),2020-03-24,0,0.0
Congo (Kinshasa),2020-03-25,0,0.0
Congo (Kinshasa),2020-03-26,0,0.0
Congo (Kinshasa),2020-03-27,2,2.0
Costa Rica,2020-01-22,0,0.0
Costa Rica,2020-01-23,0,0.0
Costa Rica,2020-01-24,0,0.0
Costa Rica,2020-01-25,0,0.0
Costa Rica,2020-01-26,0,0.0
Costa Rica,2020-01-27,0,0.0
Costa Rica,2020-01-28,0,0.0
Costa Rica,2020-01-29,0,0.0
Costa Rica,2020-01-30,0,0.0
Costa Rica,2020-01-31,0,0.0
Costa Rica,2020-02-01,0,0.0
Costa Rica,2020-02-02,0,0.0
Costa Rica,2020-02-03,0,0.0
Costa Rica,2020-02-04,0,0.0
Costa Rica,2020-02-05,0,0.0
Costa Rica,2020-02-06,0,0.0
Costa Rica,2020-02-07,0,0.0
Costa Rica,2020-02-08,0,0.0
Costa Rica,2020-02-09,0,0.0
Costa Rica,2020-02-10,0,0.0
Costa Rica,2020-02-11,0,0.0
Costa Rica,2020-02-12,0,0.0
Costa Rica,2020-02-13,0,0.0
Costa Rica,2020-02-14,0,0.0
Costa Rica,2020-02-15,0,0.0
Costa Rica,2020-02-16,0,0.0
Costa Rica,2020-02-17,0,0.0
Costa Rica,2020-02-18,0,0.0
Costa Rica,2020-02-19,0,0.0
Costa Rica,2020-02-20,0,0.0
Costa Rica,2020-02-21,0,0.0
Costa Rica,2020-02-22,0,0.0
Costa Rica,2020-02-23,0,0.0
Costa Rica,2020-02-24,0,0.0
Costa Rica,2020-02-25,0,0.0
Costa Rica,2020-02-26,0,0.0
Costa Rica,2020-02-27,0,0.0
Costa Rica,2020-02-28,0,0.0
Costa Rica,2020-02-29,0,0.0
Costa Rica,2020-03-01,0,0.0
Costa Rica,2020-03-02,0,0.0
Costa Rica,2020-03-03,0,0.0
Costa Rica,2020-03-04,0,0.0
Costa Rica,2020-03-05,0,0.0
Costa Rica,2020-03-06,0,0.0
Costa Rica,2020-03-07,0,0.0
Costa Rica,2020-03-08,0,0.0
Costa Rica,2020-03-09,0,0.0
Costa Rica,2020-03-10,0,0.0
Costa Rica,2020-03-11,0,0.0
Costa Rica,2020-03-12,0,0.0
Costa Rica,2020-03-13,0,0.0
Costa Rica,2020-03-14,0,0.0
Costa Rica,2020-03-15,0,0.0
Costa Rica,2020-03-16,0,0.0
Costa Rica,2020-03-17,0,0.0
Costa Rica,2020-03-18,0,0.0
Costa Rica,2020-03-19,0,0.0
Costa Rica,2020-03-20,0,0.0
Costa Rica,2020-03-21,2,2.0
Costa Rica,2020-03-22,2,0.0
Costa Rica,2020-03-23,2,0.0
Costa Rica,2020-03-24,2,0.0
Costa Rica,2020-03-25,2,0.0
Costa Rica,2020-03-26,2,0.0
Costa Rica,2020-03-27,3,1.0
Cote d'Ivoire,2020-01-22,0,0.0
Cote d'Ivoire,2020-01-23,0,0.0
Cote d'Ivoire,2020-01-24,0,0.0
Cote d'Ivoire,2020-01-25,0,0.0
Cote d'Ivoire,2020-01-26,0,0.0
Cote d'Ivoire,2020-01-27,0,0.0
Cote d'Ivoire,2020-01-28,0,0.0
Cote d'Ivoire,2020-01-29,0,0.0
Cote d'Ivoire,2020-01-30,0,0.0
Cote d'Ivoire,2020-01-31,0,0.0
Cote d'Ivoire,2020-02-01,0,0.0
Cote d'Ivoire,2020-02-02,0,0.0
Cote d'Ivoire,2020-02-03,0,0.0
Cote d'Ivoire,2020-02-04,0,0.0
Cote d'Ivoire,2020-02-05,0,0.0
Cote d'Ivoire,2020-02-06,0,0.0
Cote d'Ivoire,2020-02-07,0,0.0
Cote d'Ivoire,2020-02-08,0,0.0
Cote d'Ivoire,2020-02-09,0,0.0
Cote d'Ivoire,2020-02-10,0,0.0
Cote d'Ivoire,2020-02-11,0,0.0
Cote d'Ivoire,2020-02-12,0,0.0
Cote d'Ivoire,2020-02-13,0,0.0
Cote d'Ivoire,2020-02-14,0,0.0
Cote d'Ivoire,2020-02-15,0,0.0
Cote d'Ivoire,2020-02-16,0,0.0
Cote d'Ivoire,2020-02-17,0,0.0
Cote d'Ivoire,2020-02-18,0,0.0
Cote d'Ivoire,2020-02-19,0,0.0
Cote d'Ivoire,2020-02-20,0,0.0
Cote d'Ivoire,2020-02-21,0,0.0
Cote d'Ivoire,2020-02-22,0,0.0
Cote d'Ivoire,2020-02-23,0,0.0
Cote d'Ivoire,2020-02-24,0,0.0
Cote d'Ivoire,2020-02-25,0,0.0
Cote d'Ivoire,2020-02-26,0,0.0
Cote d'Ivoire,2020-02-27,0,0.0
Cote d'Ivoire,2020-02-28,0,0.0
Cote d'Ivoire,2020-02-29,0,0.0
Cote d'Ivoire,2020-03-01,0,0.0
Cote d'Ivoire,2020-03-02,0,0.0
Cote d'Ivoire,2020-03-03,0,0.0
Cote d'Ivoire,2020-03-04,0,0.0
Cote d'Ivoire,2020-03-05,0,0.0
Cote d'Ivoire,2020-03-06,0,0.0
Cote d'Ivoire,2020-03-07,0,0.0
Cote d'Ivoire,2020-03-08,0,0.0
Cote d'Ivoire,2020-03-09,0,0.0
Cote d'Ivoire,2020-03-10,0,0.0
Cote d'Ivoire,2020-03-11,0,0.0
Cote d'Ivoire,2020-03-12,0,0.0
Cote d'Ivoire,2020-03-13,0,0.0
Cote d'Ivoire,2020-03-14,0,0.0
Cote d'Ivoire,2020-03-15,0,0.0
Cote d'Ivoire,2020-03-16,0,0.0
Cote d'Ivoire,2020-03-17,1,1.0
Cote d'Ivoire,2020-03-18,1,0.0
Cote d'Ivoire,2020-03-19,1,0.0
Cote d'Ivoire,2020-03-20,1,0.0
Cote d'Ivoire,2020-03-21,1,0.0
Cote d'Ivoire,2020-03-22,1,0.0
Cote d'Ivoire,2020-03-23,1,0.0
Cote d'Ivoire,2020-03-24,2,1.0
Cote d'Ivoire,2020-03-25,3,1.0
Cote d'Ivoire,2020-03-26,3,0.0
Cote d'Ivoire,2020-03-27,3,0.0
Croatia,2020-01-22,0,0.0
Croatia,2020-01-23,0,0.0
Croatia,2020-01-24,0,0.0
Croatia,2020-01-25,0,0.0
Croatia,2020-01-26,0,0.0
Croatia,2020-01-27,0,0.0
Croatia,2020-01-28,0,0.0
Croatia,2020-01-29,0,0.0
Croatia,2020-01-30,0,0.0
Croatia,2020-01-31,0,0.0
Croatia,2020-02-01,0,0.0
Croatia,2020-02-02,0,0.0
Croatia,2020-02-03,0,0.0
Croatia,2020-02-04,0,0.0
Croatia,2020-02-05,0,0.0
Croatia,2020-02-06,0,0.0
Croatia,2020-02-07,0,0.0
Croatia,2020-02-08,0,0.0
Croatia,2020-02-09,0,0.0
Croatia,2020-02-10,0,0.0
Croatia,2020-02-11,0,0.0
Croatia,2020-02-12,0,0.0
Croatia,2020-02-13,0,0.0
Croatia,2020-02-14,0,0.0
Croatia,2020-02-15,0,0.0
Croatia,2020-02-16,0,0.0
Croatia,2020-02-17,0,0.0
Croatia,2020-02-18,0,0.0
Croatia,2020-02-19,0,0.0
Croatia,2020-02-20,0,0.0
Croatia,2020-02-21,0,0.0
Croatia,2020-02-22,0,0.0
Croatia,2020-02-23,0,0.0
Croatia,2020-02-24,0,0.0
Croatia,2020-02-25,0,0.0
Croatia,2020-02-26,0,0.0
Croatia,2020-02-27,0,0.0
Croatia,2020-02-28,0,0.0
Croatia,2020-02-29,0,0.0
Croatia,2020-03-01,0,0.0
Croatia,2020-03-02,0,0.0
Croatia,2020-03-03,0,0.0
Croatia,2020-03-04,0,0.0
Croatia,2020-03-05,0,0.0
Croatia,2020-03-06,0,0.0
Croatia,2020-03-07,0,0.0
Croatia,2020-03-08,0,0.0
Croatia,2020-03-09,0,0.0
Croatia,2020-03-10,0,0.0
Croatia,2020-03-11,0,0.0
Croatia,2020-03-12,0,0.0
Croatia,2020-03-13,1,1.0
Croatia,2020-03-14,1,0.0
Croatia,2020-03-15,1,0.0
Croatia,2020-03-16,2,1.0
Croatia,2020-03-17,4,2.0
Croatia,2020-03-18,4,0.0
Croatia,2020-03-19,5,1.0
Croatia,2020-03-20,5,0.0
Croatia,2020-03-21,5,0.0
Croatia,2020-03-22,5,0.0
Croatia,2020-03-23,5,0.0
Croatia,2020-03-24,5,0.0
Croatia,2020-03-25,22,17.0
Croatia,2020-03-26,22,0.0
Croatia,2020-03-27,37,15.0
Cuba,2020-01-22,0,0.0
Cuba,2020-01-23,0,0.0
Cuba,2020-01-24,0,0.0
Cuba,2020-01-25,0,0.0
Cuba,2020-01-26,0,0.0
Cuba,2020-01-27,0,0.0
